D912.282/1993|#|Secured transactions|#|Richard E.Speidel|#|West pubilishing Co.|#|1993|#|314026207|#|在馆
D914/1997|#|Beh?rdliche Stellungnahmen in der strafrechtlichen Produkthaftung|#|André Gro?e Vorholt|#|Nomos|#|1997|#|9783789050268|#|在馆
D914.04/1999|#|Strafrechtliche Produkthaftung-Grundlagen, Grenzen und Alternativen|#|Schwartz, Martina|#|Peter Lang|#|1999|#|9783631333365|#|在馆
D990/1991|#|International law|#|Barry E. carter|#||#|1991|#|9780316130431|#|在馆
D912.291.92/1987|#|Bankruptcy code, rules and official forms(1988 law school edition)|#|Hon.Harold|#|West Publishing|#|1987|#||#|在馆
D993.5/2012|#|Submissions to the UN CLCS in Cases of Disputed and Undisputed Maritime Boundary Delimitations or other Unresolved Land or Maritime Dispute of Developing States|#|Barbara Kwiatkowska|#|Vandeplas Publishing|#|2012|#|9781600421785|#|在馆
D993.5/1995|#|Ocean States:Archipelagic Regimes in the Law of the Sea|#|Mohamed Munavvar|#|Martinus Nijhoff Publishers|#|1995|#|9780792328827|#|在馆
D990/1990|#|Basic documents in international law and world order (second edition)|#|Burns H. Weston|#|West Publishing|#|1990|#||#|在馆
D996/1991|#|Public policies toward business(8th edition)|#|William g. Shepherd|#||#|1991|#|9780256084641|#|在馆
D914.13/2007|#|Neue L?sunsans?tze zur strafrechtlichen Produkthaftung|#|Christian Holtermann|#|Nomos|#|2007|#|9783832928605|#|在馆
D909.1/2012|#|Critical Legal Theory  2 Vol set|#|Costas Douzinas|#|Routledge|#|2012|#|9780415486750|#|在馆
D903/561/1984|#|Sources of English Leagal History1750-1950|#|A.H.Manchester|#|Butterworths|#|1984|#||#|在馆
D917.2/2001|#|Die ?Dogmatik? einer strafrechtlichen Produktverantwortung--Das fahrl?ssige Unterlassen als Institut der Produktkriminalit?t|#|Schmucker, Andrea|#|Peter Lang|#|2001|#|9783631380239|#|在馆
D914.01/2011|#|Philosophical Foundations of Criminal Law|#|R.A Duff and Stuart Green|#|OXFORD|#|2011|#|9780199559152|#|在馆
D914.04/2010|#|The Boundaries of the Criminal Law|#|R.A Duff and Lindsay Farmer|#|OXFORD|#|2010|#|9780199600557|#|在馆
D912.291.91/1994|#|Corporations:Case and Materials(sixth edition)|#|William L. cary|#|Foundation Press|#|1994|#|978156662175|#|在馆
D915.38/1978|#|Criminal Justice Procedure(fourth edition)|#|Ronald L. Carlson|#||#|1978|#||#|在馆
D912.169/1990|#|Mass Media law: Cases and materials(4th edition)|#|Marc A.Franklin|#|Foundation Press|#|1990|#||#|在馆
D915.3/1993|#|Criminal procedure and the constitution:Leading Supreme Court Cases and Introductory Text|#|Jeroold H. Israel|#|West Publishing|#|1993|#|9780314025500|#|在馆
D914.1/658/2011|#|Criminal Law in Hong Kong|#|Ho Wai-Kin|#|KLI|#|2011|#|9789041133069|#|在馆
D996/1992|#|Government policy toward business(second edition)|#|James A. Brander|#|Butterworths|#|1992|#||#|在馆
D911/1987|#|Nimmer on Freedom of speech|#|Melville B. Nimmer|#|Legal Text Series|#|1987|#||#|在馆
D912.29/1993|#|The Economics of public issues(9th edition)|#|Roger LeRoy Miller|#||#|1993|#|9780065013368|#|在馆
D911/712/1994|#|1994 supplement to constitutional law: The American constitution …|#|William B.Lockhart|#|West Publishing CO.|#|1994|#|9780314044174|#|在馆
D912.284/1990|#|Insurance law and regulation|#|Kenneth S.abraham|#|Foundation Press|#|1990|#|882777912|#|在馆
K29/712/1992|#|These united states ：the questions of our past(5th edition)|#|Irwin Unger|#||#|1992|#|9780139143182|#|在馆
D912.291.92/1987|#|Bankruptcy code, rules and official forms(1988 law school edition)|#|Hon.Harold|#|West Publishing|#|1987|#||#|在馆
D912.6/2001|#|Selected Environmental Law Statutes|#|ST .Paul|#|West group|#|2001|#|9780314258410|#|在馆
D912.504/1993|#|The law of employment discrimination|#|Jone WM. Friedman|#|UNIVERSITY Casebook Series Foundation Press|#|1993|#|882779745|#|在馆
D914/712/1980|#|American law institute: model penal code and commentaries|#||#||#|1980|#||#|在馆
D912.291.91/1987|#|Selected corporation and partnership statutes, rules, and partnership statutes, rules ,and forms(1987 edition)|#||#|West Publishing|#|1987|#||#|在馆
D915.2/1988|#|Federal rules of civil-appellate procedure|#||#|West Publishing|#|1988|#||#|在馆
D912.51/1993|#|Compensation(fourth edition)|#|George T. Milkovich|#||#|1993|#|9780256105278|#|在馆
D913.6/1985|#|Kentucky real estate sales contracts|#|Caryl A. Yzenbaard|#||#|1985|#||#|在馆
D914.1/551/2010|#|Criminal Law in Spain|#|Lorena Bachmaier Winter, Antonio del Moral Garcia|#|KLI|#|2010|#|9789041132956|#|在馆
D911/2011|#|Constitutional law|#|Robyn Scheina Brown|#|Wolters Kluwer|#|2011|#|9780735588622|#|在馆
D913.7/1990|#|Case and Materials on Torts(5th edition)|#|Richard A. Epstein|#||#|1990|#||#|在馆
D913.6/1991|#|Contracts: Cases and materials(fourth edition)|#|John Edward Murray,jr.|#||#|1991|#||#|在馆
D914.01/1992|#|Cases and problems in criminal law(second edition)|#|Myron Moskovitz|#||#|1992|#||#|在馆
D912.68/1994|#|Law of Environmental and Toxic Torts: Cases, Materials and Problems(American Casebook Series)?|#|Gerald W. Boston|#|West Publishing|#|1994|#|314033548|#|在馆
D914.04/712/1992|#|Crime and justice in America|#|James B. Halsted|#||#|1992|#||#|在馆
D912.291.92/1993|#|Bankruptcy code, rules and official forms(1993 law school edition)|#||#|West Publishing|#|1993|#|9780314024329|#|在馆
D914.1/1996|#|Der Vertrauensgrundsatz als eine Regel der Erfahrung. Eine Untersuchung am Beispiel des Lebensmittelstrafrechts|#|Brinkmann, Bernhard|#|Duncker & Humblot|#|1996|#|9783428086894|#|在馆
D912.287/1988|#|Securities regulation(second edition)|#|Larry D.Soderquist|#|Foundation Press|#|1988|#|882776320|#|在馆
D913.41/2017|#|(Re)Structuring Copyright: A Comprehensive Path to International Copyright Reform|#|Gervais, Daniel J|#|Edward Elgar Publishing|#|2017|#|9781785369490|#|在馆
D912.294/1988|#|Antitrust analysis: problems, text, cases(fourth edition)|#|Phillip Areeda|#|Brown and Company|#|1988|#||#|在馆
D911/1985|#|Modern Constitutional Law|#|Ronald D. Rotunda|#|Library of Congress Cataloging in Publication Data|#|1985|#|314896953|#|在馆
D914.04/1993|#|Introduction to criminal justice(sixth edition)|#|Joseph J. Senna|#|West Publishing|#|1993|#|9780314011459|#|在馆
D58/1994|#|Social Problems|#|James M. Henslin|#|Prentice Hall|#|1994|#||#|在馆
D914.3/2003|#|Produzenten Kriminalit? und strafrechtliche Verantwortung|#|Colussi, Marc|#|Peter Lang|#|2003|#|9783631508268|#|在馆
D998.2/1988|#|Sex-based Discrimination(third edition)|#|Herma Hill Kay|#|West Publishing|#|1988|#||#|在馆
D911/1991|#|Constitutional Law|#|Geoffrey R. Stone|#|Casebook Series|#|1991|#|978031681776|#|在馆
D912.15/2014|#|Islam and the West:The limits of freedom of religion|#|El-Gallal Hana Sadik|#|Peter Lang|#|2014|#|9783034305785|#|在馆
D912.1/2010|#|Cyber Law and Cyber Security in Developing and Emerging Economies|#|Karake Shalhoub|#|Edward Elgar Publishing|#|2010|#|9781845428716|#|在馆
D912.1/2009|#|Lessons from the Identity Trail:Anonymity，privacy and identity in a networked society|#|Ian Kerr|#|Oxford University Press|#|2009|#|9780195372472|#|在馆
D912.1/2012|#|A Theory of Deference in Administrative Law|#|Paul Daly|#|Cambridge University Press|#|2012|#|9781107025516|#|在馆
D996.9/2009|#|The Common but Differentiated Responsibility Principle in Multilateral Environmental Agreements|#|Tuula Honkonen|#|Wolter Kluwer|#|2009|#|9789041131539|#|在馆
D996.9/561/2010|#|Constructing a Private Climate Change Lawsuit under English Law|#|Giedre Kaminskaite-Salters|#|Wolter Kluwer|#|2010|#|9789041132536|#|在馆
D913.41/2010|#|Collective Management of Copyright and Related Rights|#|Prof.DR.Daniel Gerais|#|Wolter Kluwer|#|2010|#|9789041127242|#|在馆
D913.04/2008|#|Self-Regulation in Cyberspace|#|Jeanne Pia Mifsud Bonnici|#|T·M·C·ASSER Press|#|2008|#|9789067042673|#|在馆
D915.13/5/2003|#|Scientific Evidence in European Environmental Rule-Making|#|Andrea Biondi|#|Kluwer Law International|#|2003|#|9789041120823|#|在馆
D996.9/2010|#|The Leagl Impact of Climate Change(2010 edition)|#||#|ASPATORE|#|2010|#|9780314265241|#|在馆
D996.9/5/2009|#|Towards Auctioning:The Transformation of the European Greenhouse Gas Emissions Trading System|#|Stefan Weishaar|#|Wolters Kluwer|#|2009|#|9789041131980|#|在馆
D913.41/2004|#|Copyright ,Limitations and the Three-step Test|#|Martin Senftleben|#|Wolters Kluwer|#|2004|#|9789041122674|#|在馆
D913.04/2008|#|Privacy Law|#|John T.Soma|#|Thomson|#|2008|#|9780314181343|#|在馆
D914.3/1997|#|Die strafrechtliche Produkthaftung im deutschen im Vergleich zum anglo-amerikanischen Recht|#|Eichinger, Harald|#|Peter Lang|#|1997|#|9783631326954|#|在馆
D913.4/1998|#|Intellectual Property and Information Law|#|Jan J.C.Kabel|#|Kluwer Law International|#|1998|#|9789041197028|#|在馆
D913.4/2010|#|Copyright Enforcement and the Internet|#|Irini A.Stamatoudi|#|Wolters Kluwer|#|2010|#|9789041133465|#|在馆
D913.4/2010|#|Intellectual Property and Human Rights|#|Willem Grosheide|#|Edward Elgar|#|2010|#|9781848444478|#|在馆
D913.4/2011|#|Copinger and Skone James on Copyright(V.1,16th edition)|#|Kevin Garnett|#|Sweet&Maxwell|#|2011|#|9780414043312|#|在馆
D913.7/1996|#|Law of Torts:Cases and Materials|#|John Lewthwaite|#|Blackstone|#|1996|#|9781854315304|#|在馆
D90/1999|#|A theory of justice|#|Rawls|#||#|1999|#||#|借出
D913.6/1992|#|The Economics of Contract Law|#|Davie W.Barnes|#|West Publishing|#|1992|#|9780314010926|#|在馆
D913.4/2010|#|Data Protection in a Profiled World|#|Serge gutwirth|#|Springer|#|2010|#|9789048188642|#|在馆
D913.4/1991|#|Protecting Works of Fact:Copyright ,Freedom of Expression and Information Law|#|Egbert J.Dommering|#|Kluwer Law International|#|1991|#|9789065445674|#|在馆
D913.4/2008|#|Unsettled International Intellectual Property Issues|#|Tshimanga Kongolo|#|Wolters Kluwer|#|2008|#|9789041126412|#|在馆
D913.4/2010|#|Trade Dress and Design Law|#|Graeme B.Dinwoodie|#|Wolters Kluwer|#|2010|#|9780735568327|#|在馆
D913.4/5/2008|#|EU Digital Copyright Law and the End-User|#|Giuseppe Mazziotti|#|Springer|#|2008|#|9783540759843|#|在馆
D913.4/2002|#|Data Protection Law|#|Lee A.Bygrave|#|Kluwer Law International|#|2002|#|9789041198709|#|在馆
D913.4/1994|#|Challenges to the Creator Doctrine|#|Jacqueline M.B.Seignette|#|Kluwer Law International|#|1994|#|9789065448767|#|在馆
D913.4/2005|#|Internet Law Series: Technological Complements to Copyright|#|Jonathan L. Zittrain|#|Foundation Press|#|2005|#|9781587789847|#|在馆
D913.4/2010|#|Innovation,Competition and Consumer Welfare in Intellectual Property Law|#|Ghidini,Gustavo|#|Edward Elgar Publishing Ltd|#|2010|#|9781847209702|#|在馆
D996.9/2009|#|A Substantive Environmental Right|#|Stephen J.Turner|#|Wolters Kluwer|#|2009|#|9789041128157|#|在馆
D914.3/1992|#|Arbeitsteilung im Krankenhaus aus strafrechtlicher Sicht--Voraussetzungen und Grenzen des Vertrauensgrundsatzes|#|Anne-Marie Peter|#|Nomos|#|1992|#|9783789025594|#|在馆
D996.4/2010|#|Substantive Law in Investment Treaty Arbitration. The Unsettled Relationship between International Law and Municipal Law|#|Monique Sasson|#|KLI|#|2010|#|9789041132239|#|在馆
D913.6/2007|#|Contracts Stories|#|Douglas G.Baird|#|Foundation Press|#|2007|#|9781587787218|#|在馆
D913.4/3/2009|#|Intellectual Property in Asia|#|Paul Goldstein|#|Springer|#|2009|#|9783540897019|#|在馆
D912.291.91/5/2009|#|Towards a Sustainable European Company Law|#|Beate Sjafjell|#|Wolters Kluwer|#|2009|#|9789041127686|#|在馆
D912.291.91/2009|#|European Corporate Law(second edtiion)|#|Adriaan Dorresteijn|#|Wolters Kluwer|#|2009|#|9789041124845|#|在馆
D915.13/1999|#|Federal rules of evidence|#|Michael H. Graham|#|法律出版社|#|1999|#|9787503628702|#|在馆
D913.2/1995|#|Landlord and  tenant law|#|David S.Hill|#|West group|#|1995|#|9780314047441|#|在馆
D909/47/2008|#|The Legacies of Law:long run consequences of legal development in south africa 1652-2000|#|Jens Meierhenrich|#|Cambridge UP|#|2008|#|9780521156998|#|在馆
D996.4/2010|#|Sustainable Development in World Investment Law|#|Markus W. Gehring, Marie-Claire Cordonier Segger, Andrew Newcombe|#|CCH|#|2010|#|9789041131669|#|在馆
D90/1999|#|A sociological theory of law|#|N.Luhmann|#|CHINA SOCIAL SCIENCES PUBLISHING HOUSE|#|1999|#||#|在馆
D90/1999|#|Lectures on jurisprudence Vol. II|#|J.Austin|#|CHINA SOCIAL SCIENCES PUBLISHING HOUSE|#|1999|#||#|在馆
D90/1999|#|Lectures on jurisprudence Vol. I|#|J.Austin|#|CHINA SOCIAL SCIENCES PUBLISHING HOUSE|#|1999|#||#|在馆
D996.4/2010|#|The Impact of Investment Treaties on Contracts between Host States and Foreign Investors（Studies on the Law of Treaties Vol.4）|#|Voss|#|Brill|#|2010|#|9789004192232|#|在馆
D90/2011|#|Common Sense:The People's Amendment|#|Robert Michaan|#|Illuminata Publishers|#|2011|#|9781450764971|#|在馆
D90/1999|#|The concept of law|#|H.L.A.HART|#|CHINA SOCIAL SCIENCES PUBLISHING HOUSE|#|1999|#||#|借出
D914.3/2005|#|Aufgedr?ngte Nothilfe, Notwehr und Notwehrexzess (Schriften zum Strafrecht und Strafproze?recht) (Deutsch) Taschenbuch|#|Rouven Seeberg|#|Peter Lang|#|2005|#|9783631538241|#|在馆
D912.294/5/2009|#|Economics and the Enforcement of European Competition Law|#|Christopher Decker|#|Edward Elgar|#|2009|#|9781848443075|#|在馆
D912.291.91/2011|#|Corporate Social Responsibility(second edition)|#|Ramon Mullerat|#|Wolters Kluwer|#|2011|#|9789041132529|#|在馆
D996.4/2012|#|Treaty Interpretation in Investment Arbitration|#|J Romesh Weeramantry|#|Oxford|#|2012|#|9780199641475|#|在馆
D913.3/2016|#|Droit des obligations : Régime général|#|Philippe Delebecque|#|Lexis Nexis|#|2016|#|9782711025817|#|在馆
D913.3/2016|#|Droit des obligations : Contrat et quasi-contrat|#|Frédéric-Jér?me Pansier|#|Lexis Nexis|#|2016|#|9782711025800|#|在馆
D913.7/2016|#|侵权责任》Responsabilité civile extracontractuelle|#|Philippe Brun|#|Lexis Nexis|#|2016|#|9782711025374|#|在馆
D913.7/1999|#|Torts(second edition)|#|Edward J. Kionka|#|法律出版社|#|1999|#|9787503628696|#|在馆
D913.7/1999|#|Torts(second edition)|#|Edward J. Kionka|#|法律出版社|#|1999|#|9787503628696|#|在馆
D915.2/712/2001|#|Civil procedure(fourth edition)|#|Mary Kay Kane|#|法律出版社|#|2001|#|9787503631153|#|在馆
D915.2/712/2001|#|Civil procedure(fourth edition)|#|Mary Kay Kane|#|法律出版社|#|2001|#|9787503631153|#|在馆
D990/2010|#|Customary International Law: A New Theory with Practical   Applications|#|Brian D.Lepard|#|Cambridge|#|2010|#|9780521138727|#|在馆
D904.6/1990|#|Historical introduction to Anglo-American law|#|Frederidk G. Kempin|#|West group|#|1990|#|9787503634222|#|在馆
D913.9/1999|#|Family law|#|Harry D. Krause|#|法律出版社|#|1999|#|9787503628689|#|在馆
D913.9/1999|#|Family law|#|Harry D. Krause|#|法律出版社|#|1999|#|9787503628689|#|在馆
D915.13/1999|#|Federal rules of evidence|#|Michael H. Graham|#|法律出版社|#|1999|#|9787503628702|#|在馆
D915.13/1999|#|Federal rules of evidence|#|Michael H. Graham|#|法律出版社|#|1999|#|9787503628702|#|在馆
D912.28/2001|#|Banking and financial institutions law|#|William A.Lovett|#|法律出版社|#|2001|#|9787503605512|#|在馆
D912.28/2001|#|Banking and financial institutions law|#|William A. Lovett|#|法律出版社|#|2001|#|9787503605512|#|在馆
D913.6/2015|#|Contractual Indemnities|#|Courtney .Wayne|#|Hart Publishing|#|2015|#|9781509905010|#|在馆
D913.6/1999|#|Contracts|#|Claude D. Rohwer|#|法律出版社|#|1999|#|9787503628658|#|在馆
D912.287/1999|#|Securities regulation|#|David L. Ratner|#|法律出版社|#|1999|#|9787503628733|#|在馆
D912.287/1999|#|Securities regulation|#|David L. Ratner|#|法律出版社|#|1999|#|9787503628733|#|在馆
D911/2015|#|Verhaltnismassigkeit: Zur Tragfahigkeit Eines Verfassungsrechtlichen Schlusselkonzepts|#|Jestaedt / Lepsius|#|Mohr Siebeck|#|2015|#|9783161542305|#|在馆
D912.1/2001|#|Administrative law and process|#|Ernest Gellhorn|#|法律出版社|#|2001|#|9787503605888|#|在馆
D915.3/712/1999|#|Criminal procedure(5th edition)|#|Jerold H. Israel|#|法律出版社|#|1999|#|9787503628719|#|在馆
D915.3/712/1999|#|Criminal procedure(5th edition)|#|Jerold H. Israel|#|法律出版社|#|1999|#|9787503628719|#|在馆
D993.9/1991|#|From Coexistence to Cooperation|#|Edward McWhinney|#|Martinus Nijhoff|#|1991|#||#|在馆
D917/2010|#|Encyclopedia of Criminological Theory(V.1)|#|Francis T.Cullen and Pamela Wilcox|#|Sage Inc|#|2010|#|9781412959186|#|在馆
D915.3/2010|#|Future Perspectives on International Criminal Justice|#|Carsten Stahn|#|T.M.C. Asser Press|#|2010|#|9789067043090|#|在馆
D915.13/2008|#|Modern Scientific Evidence|#|David L.Faigman|#|Thomson|#|2008|#|9780314184153|#|在馆
D915.13/1991|#|Evidence(1991-92 edition)|#|Steven Emanuel|#||#|1991|#||#|在馆
D994/565/2009|#|French Arbitration Law and Practice(second edition)|#|Jean-Louis Delvolve|#|Wolters Kluwer|#|2009|#|9789041126900|#|在馆
D911/658/2006|#|Hong Kong Basic Law Bibliography|#|Simon NM Young|#|Hong Kong Law Journal Limited|#|2006|#|9789889899622|#|在馆
D915/2006|#|Autour du Stilus de Guillaume Dubreuil (vers 1331) - Etudes des caractères du droit processuel au Parlement|#|Sophie Péralba|#|Pu Clermont Ferrand|#|2006|#|9782912589279|#|在馆
D912.6/545/2009|#|Energy Law in Greece|#|Theodore P.Fortsakis|#|Wolters Kluwer|#|2009|#|9789041132130|#|在馆
D912.6/382/2010|#|Energy Law in Israel|#|Margit Cohn|#|Wolters Kluwer|#|2010|#|9789041133038|#|在馆
D912.6/531/2010|#|Energy Law in Finland|#|Kim Talus|#|Wolters Kluwer|#|2010|#|9789041133243|#|在馆
D912.6/778/2010|#|Energy Law in Peru|#|Jose Antonio|#|Wolters Kluwer|#|2010|#|9789041133748|#|在馆
D915.2/712/2001|#|Civil procedure(fourth edition)|#|Mary Kay Kane|#|法律出版社|#|2001|#|9787503631153|#|在馆
D914/1979|#|Idealkonkurrenz und Einzelverbrechen: Logische Studien zum Verh?ltnis von Tatbestand und Handlung|#|Ingeborg Puppe|#|Duncker & Humblot Gmbh|#|1979|#|9783428043675|#|在馆
D997.9/2009|#|Defence Counsel in International Criminal Law|#|Jarinde P.W.Temminck Tuinstra|#|T.M.C. Asser Press|#|2009|#|9789067043052|#|在馆
D915.2/2009|#|Ecrits, études et notes de procédure civile 2e édition|#|Henri Motulsky|#|Dalloz-Sirey|#|2009|#|9782247076482|#|在馆
D996.1/2010|#|Regulating Health and Evironmental Risks under WTO Law|#|Lukasz Gruszczynski|#|Oxford|#|2010|#|9780199578924|#|在馆
D996.4/2009|#|The Free Movement of Capital and Foreign Direct Investment|#|Steffen Hindelang|#|Oxford|#|2009|#|9780199572656|#|在馆
D915/2010|#|Théorie générale du procès|#|Lo?c Cadiet, Jacques Normand, Sorraya Amrani-Mekki|#|Puf|#|2010|#|9782130517351|#|在馆
D997.1/2011|#|Intellectual Property and Private International Law|#|James J. Fawcett,Paul Torremans|#|Oxford University Press|#|2011|#|9780199556588|#|在馆
D994/2017|#|International Dispute Settlement,6 edition|#|J.G.Merrills|#|Cambridge UP|#|2017|#|9781316615737|#|在馆
D913.7/2009|#|Mordern Tort Law(seventh edition)|#|V.H.Harpwood|#|Routledge|#|2008|#|9780415458467|#|在馆
D997.3/2011|#|International Arbitral Jurisdiction (International Litigation in Practice 2)|#|Chittharanjan F.Amerasinghe|#|Martinus Nijhoff|#|2011|#|9789004181335|#|在馆
D996.4/2010|#|International Investment Law And Comparative Public Law|#|Stephan W.Schill|#|Oxford University Press|#|2010|#|9780199589104|#|在馆
D913.2/2011|#|The Public Nature Of Private Property(Law,Property And Society)|#|R.P.Malloy And M.Diamond|#|Ashgate|#|2011|#|9780754679516|#|在馆
D911.05/2011|#|Constitutional Law: Cases Materials & Problems, （Second Edition）|#|Russell L Weaver, Steven I Friedland|#|ASPEN|#|2011|#|9780735507586|#|在馆
D997.4/2011|#|Discource and Practice In International Commercial Arbitration:Issues,Challenges And Prospects(Law,Language And Communication)|#|Vijay K.Bhatia , Christopher N.Candlin|#|Ashgate|#|2011|#|9781409432319|#|在馆
D915.13/2010|#|Electronic Evidence and E-Discovery|#|David Wotherspoon,Alex Cameron,Sunny Handa|#|LexisNexis CA|#|2010|#|9780433451815|#|在馆
D911.04/2011|#|Rights And Private Law|#|Donal Nolan,Andrew Rorbertson|#|Hart|#|2011|#|9781849461429|#|在馆
D996.4/2010|#|The Law of Investment Treaties|#|JeswaldW.Salacuse,Henry J.Braker|#|Oxford|#|2010|#|9780199206056|#|在馆
D913.6/2014|#|Philosophical Foundations of Contract Law|#|Gregory Klass|#|Oxford UP|#|2014|#|9780198713012|#|在馆
D912.1/2011|#|Administrative Law: Cases and Materials(Sixth Edition)|#|Ronald A Cass, Colin S Diver,Jack M.Beermann,Jody Freeman|#|ASPEN|#|2011|#|9780735596474|#|在馆
D994/2011|#|Dispute Resolution(second edition)|#|Michael L. Moffitt,Andrea Kupfer Schneider|#|Wolters Kluwer|#|2011|#|9780735599567|#|在馆
D913.3/2011|#|Debtor Creditor(second edition,V.1)|#|Jennifer E.Babe,Jack B.Berkow|#|LexisNexis CA|#|2011|#|9780433460602|#|在馆
D996.9/1985|#|Hastings Journal of Communications and Environmental Law|#||#||#|1985|#||#|在馆
D997.4/2011|#|The Freshfields Guide to Arbitration Clauses in International Contracts(third edition)|#|Jan Paulsson|#|Wolters Kluwer|#|2011|#|9789041134004|#|在馆
D994/2009|#|A Guide to the NAI Arbitration Rules|#|Bommel Van Der Bend|#|Wolters Kluwer|#|2009|#|9789041127341|#|在馆
D915.13/2006|#|Evidence Stories|#|Richard Lempert|#|Foundation Press|#|2006|#|9781599410067|#|在馆
D902/1990|#|Socialism and Law|#|Sergei Alexeyev|#|Progress Publisher|#|1990|#||#|在馆
D902/2000|#|Reimagining the Future:towards democratic governance|#|Joseph A.Camilleri|#||#|2000|#|9780646399942|#|在馆
D912.291.91/2003|#|Corporations(4th edition)|#|Alan R.Palmiter|#|中信出版社|#|2003|#|9787800737527|#|在馆
D90-05/2008|#|Law,Liberty,Legislation:Essays in honour of John Burrows QC|#|Jeremy Finn|#|LexisNexis NZ|#|2008|#|9780408719087|#|在馆
D912.182/2007|#|Canadian Health Law and Policy(3rd edition)|#|Jocelyn Downie|#|LexisNexis CA|#|2007|#|9780433452218|#|在馆
D996.1/2009|#|International Commercial Law(4th edition)|#|John MO|#|LexisNexis Australia|#|2009|#|9780409324570|#|在馆
D912.16/611/2008|#|Australian Medical Liability|#|澳大利亚医疗责任|#|LexisNexis AU|#|2008|#|9780409324754|#|在馆
D912.6/611/2008|#|Global Climate Change Australian Law and Policy|#|全球气候变化澳大利亚法律与政策|#|LexisNexis AU|#|2008|#|9780409325355|#|在馆
D912.182/2007|#|Public Health Law|#|Kenneth R.Wing|#|Lexisnexis US|#|2007|#|9781422406410|#|在馆
D912.6/711/2008|#|Canadian Environmental Protection Act & Commentary|#|加拿大环境保护法案与评注|#|LexisNexis CA|#|2008|#|9780433459422|#|在馆
D911.09/1999|#|Constitutional civil rights|#|Norman Vieira|#|法律出版社|#|1999|#|9787503628726|#|在馆
D911.09/1999|#|Constitutional civil rights|#|Norman Vieira|#|法律出版社|#|1999|#|9787503628726|#|在馆
D911.09/1999|#|Constitutional civil rights|#|Norman Vieira|#|法律出版社|#|1999|#|9787503628726|#|在馆
D913.7/1999|#|Torts|#|Edward J. Kionka|#|法律出版社|#|1999|#|9787503628696|#|在馆
D913.7/1999|#|Torts|#|Edward J. Kionka|#|法律出版社|#|1999|#|9787503628696|#|在馆
D911/2017|#|Federal Judiciary: Strengths and Weaknesses|#|Posner, Richard A|#|Harvard University Press|#|2017|#|9780674975774|#|在馆
D915.2/712/2001|#|Civil procedure(fourth edition)|#|Mary Kay Kane|#|法律出版社|#|2001|#|9787503631153|#|在馆
D915.2/712/2001|#|Civil procedure(fourth edition)|#|Mary Kay Kane|#|法律出版社|#|2001|#|9787503631153|#|在馆
D915.2/712/2001|#|Civil procedure(fourth edition)|#|Mary Kay Kane|#|法律出版社|#|2001|#|9787503631153|#|在馆
D904.6/1990|#|Historical introduction to Anglo-American law|#|Frederick G. Kempin|#|West group|#|1990|#|9787503634222|#|在馆
